minuto,jugador,equipo,liga,tipo_intervencion,estadio,arbitro,decision_inicial,decision_final,resultado_correcto
76,Jugador_125,Arsenal,Premier League,silent check,Emirates,Tello,gol,offside,0
39,Jugador_276,Newcastle,Premier League,on-field review,Stamford Bridge,Taylor,offside,gol,1
28,Jugador_209,River,Argentina,silent check,Libertadores de América,Rapallini,gol,penal,1
39,Jugador_274,Liverpool,Premier League,silent check,Anfield,Oliver,gol,roja,1
62,Jugador_394,Huracán,Argentina,silent check,Tomás Ducó,Dean,penal,gol,0
95,Jugador_50,Manchester City,Premier League,on-field review,Etihad,Tello,roja,penal,1
81,Jugador_298,Arsenal,Premier League,on-field review,Etihad,Atkinson,penal,penal,1
58,Jugador_188,Manchester City,Premier League,silent check,Stamford Bridge,Atkinson,offside,penal,0
87,Jugador_248,Rosario Central,Argentina,silent check,Libertadores de América,Dean,gol,gol,0
71,Jugador_209,Liverpool,Premier League,silent check,Emirates,Rapallini,roja,gol,0
77,Jugador_231,Independiente,Argentina,on-field review,Bombonera,Pitana,offside,gol,0
60,Jugador_107,Aston Villa,Premier League,silent check,Stamford Bridge,Dean,roja,penal,0
5,Jugador_118,Rosario Central,Argentina,on-field review,Tomás Ducó,Rapallini,offside,roja,0
34,Jugador_379,Newells,Argentina,on-field review,Monumental,Atkinson,offside,offside,1
58,Jugador_140,Huracán,Argentina,on-field review,Cilindro,Lousteau,roja,roja,0
63,Jugador_306,San Lorenzo,Argentina,on-field review,Nuevo Gasómetro,Pitana,roja,roja,0
52,Jugador_284,San Lorenzo,Argentina,silent check,Monumental,Tello,roja,offside,0
68,Jugador_282,River,Argentina,on-field review,Monumental,Dean,offside,roja,0
95,Jugador_65,River,Argentina,silent check,Nuevo Gasómetro,Rapallini,gol,penal,0
17,Jugador_422,Huracán,Argentina,silent check,Bombonera,Pitana,penal,offside,0
25,Jugador_135,Independiente,Argentina,silent check,Tomás Ducó,Taylor,penal,penal,0
20,Jugador_87,Rosario Central,Argentina,silent check,Tomás Ducó,Taylor,offside,penal,1
95,Jugador_12,Racing,Argentina,on-field review,Tomás Ducó,Taylor,offside,roja,0
68,Jugador_123,Manchester City,Premier League,silent check,Emirates,Taylor,gol,offside,0
89,Jugador_316,Newells,Argentina,on-field review,Cilindro,Tello,penal,penal,1
54,Jugador_336,Independiente,Argentina,silent check,Bombonera,Tello,offside,roja,0
89,Jugador_195,Manchester United,Premier League,on-field review,Stamford Bridge,Oliver,gol,offside,1
89,Jugador_126,Independiente,Argentina,on-field review,Tomás Ducó,Oliver,gol,gol,0
78,Jugador_36,Chelsea,Premier League,on-field review,Stamford Bridge,Pitana,offside,penal,0
23,Jugador_377,Newcastle,Premier League,silent check,Stamford Bridge,Dean,gol,gol,0
42,Jugador_239,Independiente,Argentina,on-field review,Cilindro,Pitana,penal,roja,1
11,Jugador_305,Arsenal,Premier League,on-field review,Emirates,Dean,roja,gol,1
95,Jugador_405,River,Argentina,silent check,Tomás Ducó,Dean,offside,roja,1
79,Jugador_327,River,Argentina,on-field review,Monumental,Lousteau,gol,gol,0
31,Jugador_161,Tottenham,Premier League,on-field review,Tottenham Stadium,Atkinson,penal,gol,0
20,Jugador_92,San Lorenzo,Argentina,on-field review,Monumental,Taylor,penal,offside,0
84,Jugador_97,Chelsea,Premier League,silent check,Anfield,Atkinson,roja,roja,1
22,Jugador_92,River,Argentina,silent check,Libertadores de América,Taylor,offside,penal,1
12,Jugador_96,Racing,Argentina,silent check,Monumental,Lousteau,gol,gol,0
41,Jugador_413,Manchester City,Premier League,on-field review,Etihad,Lousteau,roja,offside,1
92,Jugador_324,Newells,Argentina,silent check,Monumental,Taylor,roja,offside,1
78,Jugador_444,Aston Villa,Premier League,on-field review,Emirates,Pitana,offside,offside,0
8,Jugador_254,Manchester United,Premier League,on-field review,Anfield,Oliver,offside,offside,0
95,Jugador_437,Newcastle,Premier League,silent check,Old Trafford,Atkinson,offside,penal,1
22,Jugador_379,Huracán,Argentina,on-field review,Cilindro,Tello,penal,roja,1
12,Jugador_94,Racing,Argentina,on-field review,Monumental,Tello,roja,gol,0
94,Jugador_180,Manchester United,Premier League,silent check,Old Trafford,Dean,offside,roja,1
94,Jugador_487,Independiente,Argentina,silent check,Tomás Ducó,Lousteau,offside,penal,0
72,Jugador_456,Aston Villa,Premier League,on-field review,Anfield,Dean,penal,penal,1
64,Jugador_250,Arsenal,Premier League,on-field review,Anfield,Atkinson,penal,penal,1
69,Jugador_450,Manchester United,Premier League,on-field review,Anfield,Dean,penal,roja,0
11,Jugador_341,Chelsea,Premier League,on-field review,Emirates,Taylor,offside,offside,1
23,Jugador_201,Rosario Central,Argentina,on-field review,Bombonera,Rapallini,roja,penal,1
34,Jugador_308,River,Argentina,on-field review,Tomás Ducó,Oliver,offside,penal,0
25,Jugador_355,Manchester City,Premier League,silent check,Etihad,Rapallini,offside,penal,0
23,Jugador_13,Arsenal,Premier League,on-field review,Anfield,Lousteau,penal,offside,0
39,Jugador_81,Independiente,Argentina,on-field review,Tomás Ducó,Pitana,penal,penal,0
77,Jugador_46,Boca,Argentina,silent check,Tomás Ducó,Oliver,gol,offside,0
75,Jugador_258,Liverpool,Premier League,silent check,Emirates,Tello,penal,offside,0
30,Jugador_91,Tottenham,Premier League,silent check,Stamford Bridge,Dean,penal,penal,1
71,Jugador_426,Liverpool,Premier League,on-field review,Tottenham Stadium,Dean,roja,roja,0
40,Jugador_431,Newcastle,Premier League,silent check,Tottenham Stadium,Taylor,penal,penal,0
71,Jugador_48,Aston Villa,Premier League,silent check,Old Trafford,Rapallini,roja,offside,0
20,Jugador_455,Newells,Argentina,on-field review,Monumental,Pitana,offside,offside,0
5,Jugador_252,River,Argentina,on-field review,Bombonera,Dean,penal,roja,1
38,Jugador_171,Racing,Argentina,on-field review,Cilindro,Tello,roja,offside,0
17,Jugador_144,Aston Villa,Premier League,on-field review,Emirates,Atkinson,penal,penal,0
63,Jugador_182,Boca,Argentina,on-field review,Tomás Ducó,Oliver,gol,penal,1
10,Jugador_463,Huracán,Argentina,on-field review,Tomás Ducó,Dean,penal,offside,1
23,Jugador_370,Boca,Argentina,silent check,Monumental,Oliver,penal,penal,0
61,Jugador_146,Independiente,Argentina,silent check,Monumental,Dean,gol,roja,0
43,Jugador_62,Boca,Argentina,on-field review,Tomás Ducó,Pitana,penal,offside,0
45,Jugador_266,Chelsea,Premier League,silent check,Tottenham Stadium,Pitana,gol,penal,1
61,Jugador_171,Boca,Argentina,silent check,Monumental,Atkinson,gol,offside,1
66,Jugador_315,River,Argentina,on-field review,Monumental,Dean,offside,gol,1
58,Jugador_407,Rosario Central,Argentina,on-field review,Tomás Ducó,Dean,roja,penal,1
56,Jugador_212,River,Argentina,silent check,Nuevo Gasómetro,Taylor,gol,roja,0
88,Jugador_13,Racing,Argentina,on-field review,Libertadores de América,Taylor,offside,gol,0
55,Jugador_396,San Lorenzo,Argentina,silent check,Tomás Ducó,Pitana,gol,offside,1
9,Jugador_428,Chelsea,Premier League,on-field review,Stamford Bridge,Lousteau,roja,gol,0
92,Jugador_83,Manchester City,Premier League,on-field review,Etihad,Oliver,roja,penal,1
55,Jugador_350,Tottenham,Premier League,silent check,Stamford Bridge,Rapallini,roja,roja,0
28,Jugador_182,Arsenal,Premier League,silent check,Emirates,Atkinson,roja,roja,0
67,Jugador_348,Tottenham,Premier League,silent check,Etihad,Pitana,gol,gol,0
79,Jugador_55,Boca,Argentina,silent check,Tomás Ducó,Atkinson,gol,offside,0
6,Jugador_443,Newells,Argentina,on-field review,Monumental,Lousteau,roja,gol,1
66,Jugador_320,Boca,Argentina,silent check,Nuevo Gasómetro,Oliver,penal,roja,1
37,Jugador_390,Huracán,Argentina,on-field review,Monumental,Pitana,gol,penal,0
76,Jugador_343,Boca,Argentina,silent check,Nuevo Gasómetro,Atkinson,gol,roja,1
1,Jugador_123,Boca,Argentina,silent check,Bombonera,Lousteau,roja,penal,1
50,Jugador_351,Independiente,Argentina,silent check,Cilindro,Lousteau,roja,gol,0
87,Jugador_118,Newcastle,Premier League,silent check,Etihad,Lousteau,offside,roja,0
6,Jugador_273,River,Argentina,silent check,Monumental,Taylor,offside,penal,1
22,Jugador_149,Arsenal,Premier League,silent check,Emirates,Taylor,roja,penal,1
11,Jugador_147,Boca,Argentina,on-field review,Libertadores de América,Lousteau,roja,gol,1
44,Jugador_192,Arsenal,Premier League,on-field review,Anfield,Pitana,penal,penal,0
65,Jugador_471,San Lorenzo,Argentina,silent check,Tomás Ducó,Rapallini,penal,roja,1
46,Jugador_412,Racing,Argentina,silent check,Tomás Ducó,Oliver,offside,offside,0
15,Jugador_453,Newells,Argentina,on-field review,Libertadores de América,Atkinson,penal,offside,1
68,Jugador_304,San Lorenzo,Argentina,on-field review,Nuevo Gasómetro,Pitana,offside,penal,0
39,Jugador_152,Boca,Argentina,on-field review,Libertadores de América,Dean,roja,offside,1
4,Jugador_35,Chelsea,Premier League,on-field review,Tottenham Stadium,Tello,roja,roja,1
39,Jugador_248,Chelsea,Premier League,on-field review,Tottenham Stadium,Rapallini,penal,penal,0
75,Jugador_186,Aston Villa,Premier League,on-field review,Etihad,Tello,offside,gol,0
48,Jugador_433,Newcastle,Premier League,silent check,Etihad,Oliver,penal,offside,1
89,Jugador_468,Tottenham,Premier League,silent check,Stamford Bridge,Rapallini,penal,offside,1
76,Jugador_449,Newells,Argentina,on-field review,Nuevo Gasómetro,Oliver,offside,offside,1
36,Jugador_486,Tottenham,Premier League,on-field review,Stamford Bridge,Lousteau,offside,offside,0
27,Jugador_105,Arsenal,Premier League,silent check,Etihad,Oliver,penal,roja,1
79,Jugador_272,Newells,Argentina,silent check,Cilindro,Taylor,roja,penal,0
36,Jugador_234,Boca,Argentina,on-field review,Tomás Ducó,Oliver,roja,penal,1
36,Jugador_64,Rosario Central,Argentina,silent check,Libertadores de América,Lousteau,gol,offside,1
90,Jugador_218,Huracán,Argentina,silent check,Cilindro,Lousteau,roja,penal,1
18,Jugador_54,San Lorenzo,Argentina,on-field review,Nuevo Gasómetro,Oliver,offside,gol,0
94,Jugador_52,Rosario Central,Argentina,silent check,Tomás Ducó,Pitana,offside,gol,1
49,Jugador_277,Newells,Argentina,silent check,Nuevo Gasómetro,Rapallini,offside,penal,1
71,Jugador_79,River,Argentina,on-field review,Nuevo Gasómetro,Taylor,offside,gol,1
3,Jugador_230,Tottenham,Premier League,silent check,Stamford Bridge,Dean,offside,gol,0
72,Jugador_499,Newcastle,Premier League,silent check,Etihad,Oliver,roja,offside,0
94,Jugador_379,Aston Villa,Premier League,silent check,Stamford Bridge,Tello,gol,offside,0
52,Jugador_180,San Lorenzo,Argentina,on-field review,Tomás Ducó,Taylor,penal,roja,0
11,Jugador_479,Liverpool,Premier League,on-field review,Old Trafford,Atkinson,gol,penal,0
68,Jugador_220,Aston Villa,Premier League,on-field review,Stamford Bridge,Tello,penal,offside,0
70,Jugador_397,Boca,Argentina,silent check,Libertadores de América,Tello,penal,penal,1
87,Jugador_87,Racing,Argentina,on-field review,Nuevo Gasómetro,Taylor,offside,gol,0
88,Jugador_374,Newells,Argentina,silent check,Monumental,Taylor,offside,penal,0
22,Jugador_393,Manchester United,Premier League,on-field review,Anfield,Oliver,roja,offside,0
87,Jugador_122,Arsenal,Premier League,silent check,Old Trafford,Atkinson,roja,penal,0
78,Jugador_457,Arsenal,Premier League,silent check,Tottenham Stadium,Taylor,roja,roja,0
90,Jugador_4,Tottenham,Premier League,on-field review,Tottenham Stadium,Dean,roja,gol,1
52,Jugador_115,Newells,Argentina,on-field review,Cilindro,Atkinson,gol,roja,1
37,Jugador_184,River,Argentina,silent check,Libertadores de América,Tello,penal,gol,1
86,Jugador_242,Aston Villa,Premier League,on-field review,Anfield,Atkinson,offside,offside,0
10,Jugador_365,River,Argentina,silent check,Bombonera,Rapallini,roja,gol,0
26,Jugador_26,Newells,Argentina,on-field review,Cilindro,Tello,gol,offside,1
70,Jugador_298,Rosario Central,Argentina,silent check,Bombonera,Tello,gol,roja,1
50,Jugador_500,Chelsea,Premier League,silent check,Old Trafford,Taylor,offside,offside,0
14,Jugador_238,Manchester City,Premier League,silent check,Emirates,Tello,gol,penal,0
62,Jugador_477,Huracán,Argentina,on-field review,Nuevo Gasómetro,Lousteau,penal,penal,1
47,Jugador_280,River,Argentina,on-field review,Libertadores de América,Pitana,penal,offside,1
72,Jugador_111,Rosario Central,Argentina,on-field review,Tomás Ducó,Lousteau,penal,penal,1
23,Jugador_11,Aston Villa,Premier League,silent check,Tottenham Stadium,Pitana,penal,gol,0
88,Jugador_422,Chelsea,Premier League,on-field review,Emirates,Tello,gol,roja,1
72,Jugador_1,Racing,Argentina,silent check,Tomás Ducó,Taylor,penal,penal,0
14,Jugador_145,Manchester City,Premier League,on-field review,Stamford Bridge,Oliver,penal,offside,1
38,Jugador_188,Chelsea,Premier League,silent check,Stamford Bridge,Oliver,offside,gol,1
50,Jugador_422,Newells,Argentina,on-field review,Monumental,Oliver,roja,penal,1
58,Jugador_493,Huracán,Argentina,silent check,Libertadores de América,Rapallini,penal,penal,0
4,Jugador_247,Manchester City,Premier League,on-field review,Anfield,Taylor,offside,gol,0
65,Jugador_28,Liverpool,Premier League,on-field review,Old Trafford,Tello,offside,gol,0
16,Jugador_201,Huracán,Argentina,on-field review,Cilindro,Lousteau,gol,penal,0
28,Jugador_370,Newcastle,Premier League,silent check,Etihad,Atkinson,offside,gol,1
23,Jugador_367,Huracán,Argentina,silent check,Tomás Ducó,Dean,roja,penal,1
31,Jugador_442,Newcastle,Premier League,on-field review,Stamford Bridge,Pitana,offside,gol,1
11,Jugador_489,Manchester City,Premier League,silent check,Etihad,Dean,penal,roja,0
49,Jugador_377,River,Argentina,on-field review,Bombonera,Rapallini,roja,penal,1
31,Jugador_24,Arsenal,Premier League,silent check,Stamford Bridge,Atkinson,offside,gol,1
94,Jugador_434,Arsenal,Premier League,silent check,Stamford Bridge,Atkinson,penal,gol,1
65,Jugador_280,Newells,Argentina,on-field review,Libertadores de América,Rapallini,roja,roja,0
80,Jugador_295,Racing,Argentina,on-field review,Nuevo Gasómetro,Oliver,roja,gol,1
44,Jugador_392,River,Argentina,silent check,Bombonera,Atkinson,roja,gol,0
1,Jugador_133,Aston Villa,Premier League,silent check,Old Trafford,Pitana,offside,gol,1
76,Jugador_467,Aston Villa,Premier League,silent check,Stamford Bridge,Atkinson,penal,offside,1
48,Jugador_31,River,Argentina,on-field review,Monumental,Lousteau,offside,offside,1
24,Jugador_453,Newells,Argentina,silent check,Bombonera,Rapallini,penal,roja,1
62,Jugador_118,Manchester United,Premier League,on-field review,Old Trafford,Taylor,roja,penal,1
88,Jugador_207,Newells,Argentina,silent check,Cilindro,Lousteau,offside,roja,0
46,Jugador_228,Manchester United,Premier League,on-field review,Tottenham Stadium,Lousteau,roja,penal,0
40,Jugador_67,San Lorenzo,Argentina,silent check,Tomás Ducó,Oliver,gol,gol,1
35,Jugador_168,Manchester City,Premier League,on-field review,Anfield,Lousteau,roja,gol,0
40,Jugador_141,Huracán,Argentina,silent check,Tomás Ducó,Taylor,penal,gol,1
56,Jugador_463,Independiente,Argentina,silent check,Nuevo Gasómetro,Oliver,offside,offside,1
44,Jugador_246,Rosario Central,Argentina,silent check,Tomás Ducó,Lousteau,offside,offside,0
46,Jugador_298,Huracán,Argentina,on-field review,Cilindro,Taylor,offside,penal,1
16,Jugador_340,Huracán,Argentina,silent check,Tomás Ducó,Dean,offside,penal,1
31,Jugador_248,Chelsea,Premier League,on-field review,Stamford Bridge,Pitana,offside,roja,1
28,Jugador_402,Tottenham,Premier League,on-field review,Emirates,Rapallini,offside,penal,1
74,Jugador_15,Huracán,Argentina,silent check,Monumental,Taylor,gol,gol,0
63,Jugador_486,San Lorenzo,Argentina,on-field review,Cilindro,Rapallini,roja,roja,0
41,Jugador_267,Boca,Argentina,silent check,Libertadores de América,Lousteau,penal,roja,0
28,Jugador_392,Liverpool,Premier League,on-field review,Anfield,Dean,gol,gol,1
68,Jugador_400,River,Argentina,silent check,Tomás Ducó,Pitana,gol,roja,0
43,Jugador_229,San Lorenzo,Argentina,on-field review,Tomás Ducó,Atkinson,roja,offside,0
28,Jugador_494,Manchester City,Premier League,on-field review,Stamford Bridge,Atkinson,roja,penal,1
27,Jugador_50,Racing,Argentina,on-field review,Libertadores de América,Pitana,roja,penal,0
51,Jugador_173,Newells,Argentina,silent check,Libertadores de América,Taylor,penal,offside,1
37,Jugador_262,Huracán,Argentina,on-field review,Nuevo Gasómetro,Pitana,offside,penal,1
68,Jugador_199,San Lorenzo,Argentina,on-field review,Libertadores de América,Oliver,penal,gol,1
49,Jugador_349,Tottenham,Premier League,silent check,Emirates,Lousteau,penal,roja,0
79,Jugador_385,Chelsea,Premier League,on-field review,Stamford Bridge,Tello,gol,penal,0
10,Jugador_248,Aston Villa,Premier League,on-field review,Emirates,Dean,gol,offside,1
33,Jugador_272,Independiente,Argentina,on-field review,Bombonera,Lousteau,penal,roja,1
19,Jugador_222,Newells,Argentina,silent check,Bombonera,Rapallini,offside,roja,0
32,Jugador_300,Manchester City,Premier League,silent check,Etihad,Rapallini,roja,penal,0
15,Jugador_138,Newcastle,Premier League,silent check,Anfield,Oliver,penal,roja,0
21,Jugador_299,Newells,Argentina,silent check,Monumental,Taylor,gol,gol,1
80,Jugador_45,Boca,Argentina,silent check,Monumental,Lousteau,penal,roja,1
66,Jugador_342,River,Argentina,silent check,Cilindro,Tello,offside,offside,0
21,Jugador_409,Arsenal,Premier League,on-field review,Old Trafford,Pitana,roja,roja,1
25,Jugador_29,River,Argentina,silent check,Bombonera,Tello,gol,penal,0
19,Jugador_117,Manchester United,Premier League,silent check,Emirates,Rapallini,offside,roja,1
77,Jugador_195,Aston Villa,Premier League,silent check,Tottenham Stadium,Rapallini,offside,gol,0
45,Jugador_440,Aston Villa,Premier League,on-field review,Emirates,Taylor,roja,penal,0
92,Jugador_54,Boca,Argentina,on-field review,Cilindro,Oliver,penal,gol,1
73,Jugador_199,Independiente,Argentina,on-field review,Bombonera,Atkinson,penal,penal,0
29,Jugador_139,Tottenham,Premier League,silent check,Old Trafford,Dean,penal,gol,0
83,Jugador_127,Boca,Argentina,on-field review,Cilindro,Taylor,roja,roja,0
25,Jugador_115,San Lorenzo,Argentina,silent check,Bombonera,Lousteau,gol,roja,1
62,Jugador_294,Aston Villa,Premier League,on-field review,Emirates,Atkinson,roja,gol,0
81,Jugador_66,Rosario Central,Argentina,silent check,Libertadores de América,Tello,offside,penal,0
15,Jugador_331,Arsenal,Premier League,silent check,Old Trafford,Rapallini,roja,penal,1
4,Jugador_436,Newells,Argentina,on-field review,Libertadores de América,Tello,gol,offside,0
22,Jugador_397,Boca,Argentina,on-field review,Libertadores de América,Lousteau,gol,penal,1
29,Jugador_13,Racing,Argentina,silent check,Libertadores de América,Lousteau,roja,roja,0
61,Jugador_76,Chelsea,Premier League,silent check,Old Trafford,Lousteau,penal,gol,0
61,Jugador_280,Rosario Central,Argentina,silent check,Nuevo Gasómetro,Taylor,offside,gol,1
49,Jugador_257,Manchester United,Premier League,silent check,Anfield,Tello,roja,penal,0
21,Jugador_342,Boca,Argentina,silent check,Tomás Ducó,Tello,gol,offside,1
64,Jugador_218,Newells,Argentina,on-field review,Bombonera,Oliver,gol,roja,0
40,Jugador_492,Liverpool,Premier League,silent check,Old Trafford,Dean,roja,offside,1
72,Jugador_219,Aston Villa,Premier League,silent check,Tottenham Stadium,Rapallini,roja,roja,1
16,Jugador_498,Tottenham,Premier League,silent check,Etihad,Tello,roja,offside,0
23,Jugador_287,Liverpool,Premier League,on-field review,Emirates,Atkinson,offside,gol,0
43,Jugador_111,Arsenal,Premier League,on-field review,Stamford Bridge,Atkinson,gol,gol,1
38,Jugador_135,Manchester City,Premier League,on-field review,Anfield,Rapallini,offside,offside,1
82,Jugador_276,Aston Villa,Premier League,silent check,Tottenham Stadium,Rapallini,gol,roja,0
37,Jugador_165,Rosario Central,Argentina,on-field review,Libertadores de América,Pitana,offside,penal,1
4,Jugador_448,Rosario Central,Argentina,on-field review,Bombonera,Taylor,roja,roja,0
91,Jugador_172,San Lorenzo,Argentina,silent check,Monumental,Rapallini,roja,penal,1
48,Jugador_133,Liverpool,Premier League,on-field review,Etihad,Lousteau,offside,gol,0
77,Jugador_273,Newells,Argentina,silent check,Tomás Ducó,Pitana,penal,roja,1
22,Jugador_217,Newcastle,Premier League,on-field review,Tottenham Stadium,Pitana,penal,gol,0
48,Jugador_490,Rosario Central,Argentina,silent check,Monumental,Atkinson,penal,roja,1
21,Jugador_166,Newells,Argentina,on-field review,Bombonera,Tello,roja,gol,0
28,Jugador_269,Aston Villa,Premier League,on-field review,Etihad,Taylor,penal,roja,1
54,Jugador_430,River,Argentina,silent check,Nuevo Gasómetro,Dean,gol,roja,0
24,Jugador_35,Aston Villa,Premier League,silent check,Tottenham Stadium,Dean,offside,gol,1
5,Jugador_416,Arsenal,Premier League,on-field review,Old Trafford,Rapallini,gol,penal,1
16,Jugador_280,Manchester United,Premier League,on-field review,Anfield,Rapallini,offside,offside,1
32,Jugador_493,Huracán,Argentina,on-field review,Cilindro,Lousteau,penal,gol,1
81,Jugador_385,Manchester United,Premier League,on-field review,Tottenham Stadium,Rapallini,gol,gol,1
22,Jugador_323,Manchester United,Premier League,silent check,Tottenham Stadium,Rapallini,gol,offside,1
6,Jugador_485,Huracán,Argentina,on-field review,Monumental,Tello,offside,penal,0
71,Jugador_160,Manchester City,Premier League,on-field review,Anfield,Oliver,penal,penal,0
55,Jugador_331,Rosario Central,Argentina,silent check,Cilindro,Rapallini,penal,penal,0
60,Jugador_14,Huracán,Argentina,silent check,Libertadores de América,Rapallini,offside,offside,1
87,Jugador_216,River,Argentina,silent check,Libertadores de América,Dean,gol,roja,0
57,Jugador_9,Chelsea,Premier League,on-field review,Old Trafford,Tello,penal,roja,1
57,Jugador_213,Liverpool,Premier League,on-field review,Emirates,Lousteau,offside,offside,0
36,Jugador_270,Tottenham,Premier League,silent check,Emirates,Oliver,penal,roja,1
84,Jugador_214,Manchester City,Premier League,silent check,Old Trafford,Taylor,offside,gol,1
63,Jugador_27,Aston Villa,Premier League,on-field review,Etihad,Dean,penal,roja,0
2,Jugador_293,Manchester United,Premier League,silent check,Old Trafford,Rapallini,offside,gol,0
62,Jugador_79,Newells,Argentina,on-field review,Bombonera,Tello,penal,offside,1
44,Jugador_394,Manchester United,Premier League,on-field review,Stamford Bridge,Taylor,gol,roja,1
55,Jugador_196,Manchester United,Premier League,silent check,Tottenham Stadium,Atkinson,offside,penal,0
59,Jugador_32,Liverpool,Premier League,on-field review,Anfield,Oliver,gol,gol,1
79,Jugador_117,Manchester City,Premier League,on-field review,Anfield,Lousteau,offside,roja,0
15,Jugador_482,River,Argentina,silent check,Nuevo Gasómetro,Tello,offside,penal,1
24,Jugador_33,Racing,Argentina,silent check,Monumental,Tello,gol,offside,0
58,Jugador_409,Newcastle,Premier League,on-field review,Anfield,Pitana,offside,penal,1
70,Jugador_23,River,Argentina,silent check,Libertadores de América,Atkinson,offside,penal,0
57,Jugador_302,Liverpool,Premier League,silent check,Old Trafford,Rapallini,roja,penal,0
5,Jugador_36,Manchester City,Premier League,on-field review,Emirates,Rapallini,roja,gol,1
12,Jugador_385,Arsenal,Premier League,on-field review,Etihad,Tello,gol,penal,1
81,Jugador_409,Liverpool,Premier League,on-field review,Tottenham Stadium,Rapallini,roja,penal,0
70,Jugador_361,San Lorenzo,Argentina,silent check,Libertadores de América,Rapallini,roja,roja,1
69,Jugador_227,Liverpool,Premier League,silent check,Anfield,Tello,offside,offside,0
1,Jugador_222,Newcastle,Premier League,on-field review,Stamford Bridge,Taylor,gol,roja,0
66,Jugador_116,Tottenham,Premier League,silent check,Stamford Bridge,Atkinson,offside,penal,1
86,Jugador_312,River,Argentina,on-field review,Tomás Ducó,Rapallini,gol,penal,0
13,Jugador_39,Aston Villa,Premier League,on-field review,Etihad,Rapallini,roja,gol,1
6,Jugador_241,Arsenal,Premier League,on-field review,Anfield,Tello,offside,penal,1
67,Jugador_452,Huracán,Argentina,on-field review,Libertadores de América,Lousteau,penal,gol,0
48,Jugador_406,Newells,Argentina,on-field review,Cilindro,Lousteau,gol,gol,1
70,Jugador_404,San Lorenzo,Argentina,on-field review,Libertadores de América,Taylor,penal,offside,1
87,Jugador_326,Rosario Central,Argentina,on-field review,Libertadores de América,Atkinson,penal,roja,0
22,Jugador_63,Manchester United,Premier League,on-field review,Emirates,Dean,penal,gol,1
16,Jugador_53,Newcastle,Premier League,silent check,Stamford Bridge,Taylor,penal,roja,0
73,Jugador_443,Newcastle,Premier League,on-field review,Tottenham Stadium,Pitana,gol,gol,0
46,Jugador_23,Aston Villa,Premier League,silent check,Tottenham Stadium,Dean,roja,offside,1
12,Jugador_237,Huracán,Argentina,silent check,Libertadores de América,Pitana,offside,offside,0
35,Jugador_463,Aston Villa,Premier League,silent check,Emirates,Pitana,offside,roja,1
58,Jugador_179,Racing,Argentina,silent check,Bombonera,Pitana,offside,roja,1
86,Jugador_394,Liverpool,Premier League,silent check,Tottenham Stadium,Atkinson,roja,penal,1
63,Jugador_496,Chelsea,Premier League,on-field review,Tottenham Stadium,Dean,gol,roja,0
54,Jugador_85,Newcastle,Premier League,silent check,Tottenham Stadium,Rapallini,offside,gol,1
38,Jugador_206,Newcastle,Premier League,silent check,Tottenham Stadium,Pitana,roja,roja,0
79,Jugador_215,Arsenal,Premier League,silent check,Old Trafford,Dean,gol,penal,1
54,Jugador_217,Chelsea,Premier League,on-field review,Tottenham Stadium,Lousteau,gol,offside,0
87,Jugador_24,Independiente,Argentina,silent check,Nuevo Gasómetro,Atkinson,gol,penal,1
31,Jugador_111,Arsenal,Premier League,on-field review,Stamford Bridge,Oliver,offside,roja,1
8,Jugador_60,Huracán,Argentina,on-field review,Monumental,Rapallini,penal,penal,1
27,Jugador_336,Newells,Argentina,silent check,Nuevo Gasómetro,Rapallini,roja,penal,0
9,Jugador_237,Independiente,Argentina,silent check,Cilindro,Taylor,gol,roja,0
22,Jugador_192,Newcastle,Premier League,on-field review,Anfield,Tello,penal,roja,1
10,Jugador_121,Chelsea,Premier League,silent check,Anfield,Dean,gol,offside,1
67,Jugador_169,Newcastle,Premier League,on-field review,Etihad,Taylor,offside,roja,1
74,Jugador_489,Manchester City,Premier League,on-field review,Etihad,Pitana,penal,penal,1
27,Jugador_87,Boca,Argentina,on-field review,Bombonera,Tello,roja,roja,1
2,Jugador_344,San Lorenzo,Argentina,on-field review,Tomás Ducó,Tello,roja,roja,0
95,Jugador_64,Newcastle,Premier League,silent check,Tottenham Stadium,Lousteau,penal,penal,1
54,Jugador_135,Manchester City,Premier League,silent check,Emirates,Rapallini,penal,penal,0
51,Jugador_237,River,Argentina,silent check,Nuevo Gasómetro,Dean,penal,gol,1
92,Jugador_88,Tottenham,Premier League,on-field review,Etihad,Atkinson,roja,offside,1
60,Jugador_66,Manchester City,Premier League,on-field review,Old Trafford,Pitana,gol,offside,0
95,Jugador_269,Racing,Argentina,on-field review,Cilindro,Dean,roja,offside,1
71,Jugador_224,Newcastle,Premier League,silent check,Tottenham Stadium,Oliver,penal,gol,1
7,Jugador_245,Independiente,Argentina,on-field review,Tomás Ducó,Atkinson,gol,roja,0
93,Jugador_314,Huracán,Argentina,silent check,Tomás Ducó,Dean,gol,roja,1
53,Jugador_404,Manchester City,Premier League,on-field review,Tottenham Stadium,Oliver,gol,roja,1
67,Jugador_36,Newells,Argentina,on-field review,Bombonera,Taylor,gol,gol,1
63,Jugador_166,Boca,Argentina,silent check,Bombonera,Rapallini,gol,gol,0
72,Jugador_125,Racing,Argentina,silent check,Nuevo Gasómetro,Taylor,offside,roja,0
